symbol,sector,signalDate,entryDate,exitDate,holdingDays,entryPrice,grossReturnPct,netReturnPct,maePct,mfePct,win,finalReason,nExits
BAJAJFINSV,NBFC / Financial Services,2025-11-14,2025-11-17,2025-11-19,2,2066.83,-0.854,-0.954,-1.54,0.69,0,thesis-break,1
BAJFINANCE,NBFC / Financial Services,2025-11-14,2025-11-17,2025-11-18,1,1021.51,-0.824,-0.924,-0.96,1.12,0,thesis-break,1
HINDALCO,Metals / Mining,2025-11-14,2025-11-17,2025-11-19,2,801.4,-1.353,-1.453,-1.63,0.95,0,thesis-break,1
TATACOMM,Misc Large-Cap,2025-11-14,2025-11-17,2025-11-24,7,1882.14,-0.121,-0.221,-1.52,3.5,0,time-stop,1
TATACONSUM,FMCG / Consumer,2025-11-14,2025-11-17,2025-11-24,7,1166.58,1.614,1.514,-1.51,2.41,1,time-stop,1
ADANIPOWER,Power / Utilities,2025-11-17,2025-11-18,2025-11-19,1,153.23,-1.107,-1.207,-2.68,0.42,0,thesis-break,1
BAJAJ-AUTO,Auto,2025-11-17,2025-11-18,2025-11-25,7,8979.99,0.707,0.607,-1.36,1.84,1,time-stop,1
CGPOWER,Infra / Capital Goods,2025-11-17,2025-11-18,2025-11-19,1,749.82,-3.281,-3.381,-4.19,0.01,0,stop-loss,1
KOTAKBANK,Banks,2025-11-17,2025-11-18,2025-11-19,1,418.33,0.631,0.531,-0.56,0.88,1,thesis-break,1
MARUTI,Auto,2025-11-17,2025-11-18,2025-11-20,2,15885.94,-0.584,-0.684,-1.69,0.71,0,thesis-break,1
SBICARD,NBFC / Financial Services,2025-11-17,2025-11-18,2025-11-19,1,889.64,-3.649,-3.749,-4.19,0,0,stop-loss,1
TVSMOTOR,Auto,2025-11-17,2025-11-18,2025-11-19,1,3486.74,-0.309,-0.409,-1.31,0.52,0,thesis-break,1
BHARTIARTL,Telecom,2025-11-18,2025-11-19,2025-11-26,7,2156.08,-1.407,-1.507,-2.72,0.85,0,time-stop,1
POLICYBZR,New-Age Platforms,2025-11-18,2025-11-19,2025-11-25,6,1801.2,-1.881,-1.981,-2.54,3.63,0,thesis-break,1
ONGC,Oil & Gas / Energy,2025-11-19,2025-11-20,2025-11-21,1,249.12,-0.921,-1.021,-1.17,0.79,0,thesis-break,1
TATACOMM,Misc Large-Cap,2025-11-19,2025-11-20,2025-11-26,6,1894.95,-2.368,-2.468,-4.47,2.8,0,thesis-break,1
BAJAJFINSV,NBFC / Financial Services,2025-11-20,2025-11-21,2025-11-24,3,2101.05,-3.421,-3.521,-3.58,0,0,stop-loss,1
BAJFINANCE,NBFC / Financial Services,2025-11-20,2025-11-21,2025-11-24,3,1020.51,-2.645,-2.745,-2.99,0.69,0,stop-loss,1
DIVISLAB,Pharma / Healthcare,2025-11-20,2025-11-21,2025-11-21,0,6465.23,-0.847,-0.947,-1.7,0,0,stop-loss,1
HINDALCO,Metals / Mining,2025-11-20,2025-11-21,2025-11-24,3,786.39,-1.645,-1.745,-1.85,0.22,0,stop-loss,1
JSWSTEEL,Metals / Mining,2025-11-20,2025-11-21,2025-11-21,0,1166.58,-1.663,-1.763,-2.87,0.03,0,stop-loss,1
ADANIENT,Misc Large-Cap,2025-11-21,2025-11-24,2025-11-25,1,2427.41,-3.861,-3.961,-4.21,0.2,0,stop-loss,1
KEI,Infra / Capital Goods,2025-11-24,2025-11-25,2025-12-02,7,4109.85,1.761,1.661,-1.7,2.34,1,time-stop,1
ADANIPOWER,Power / Utilities,2025-11-26,2025-11-27,2025-11-28,1,149.22,-1.209,-1.309,-1.35,0.95,0,thesis-break,1
BAJAJFINSV,NBFC / Financial Services,2025-11-26,2025-11-27,2025-12-03,6,2086.14,-1.973,-2.073,-2.45,1.53,0,thesis-break,1
DIVISLAB,Pharma / Healthcare,2025-11-26,2025-11-27,2025-12-01,4,6517.76,-1.511,-1.611,-1.74,0.77,0,thesis-break,1
GESHIP,Aviation / Logistics,2025-11-26,2025-11-27,2025-12-04,7,1100.45,0.272,0.172,-2.11,2.97,1,time-stop,1
HINDALCO,Metals / Mining,2025-11-26,2025-11-27,2025-12-04,7,808.3,0.259,0.159,-0.97,2.22,1,time-stop,1
HINDPETRO,Oil & Gas / Energy,2025-11-26,2025-11-27,2025-11-28,1,467.33,-2.152,-2.252,-2.49,0.42,0,thesis-break,1
JINDALSTEL,Metals / Mining,2025-11-26,2025-11-27,2025-11-28,1,1048.42,-0.433,-0.533,-1.36,0.62,0,thesis-break,1
JSWSTEEL,Metals / Mining,2025-11-26,2025-11-27,2025-12-03,6,1159.58,-3.776,-3.876,-4.72,2.19,0,stop-loss,1
KOTAKBANK,Banks,2025-11-26,2025-11-27,2025-12-04,7,421.01,1.391,1.291,-0.65,2.75,1,time-stop,1
MRF,Auto Ancillary,2025-11-26,2025-11-27,2025-11-28,1,155077.5,-1.763,-1.863,-1.98,0,0,thesis-break,1
ONGC,Oil & Gas / Energy,2025-11-26,2025-11-27,2025-11-27,0,248.12,-1.883,-1.983,-2.14,0.27,0,stop-loss,1
POLYCAB,Infra / Capital Goods,2025-11-26,2025-11-27,2025-11-28,1,7563.78,-1.289,-1.389,-1.83,0,0,thesis-break,1
PRESTIGE,Realty,2025-11-26,2025-11-27,2025-11-28,1,1680.84,-0.516,-0.616,-1.37,0.72,0,thesis-break,1
SAIL,Metals / Mining,2025-11-26,2025-11-27,2025-11-28,1,137.87,-2.196,-2.296,-2.45,1.29,0,thesis-break,1
KEI,Infra / Capital Goods,2025-12-01,2025-12-02,2025-12-09,7,4112.05,-2.605,-2.705,-3.04,2.26,0,stop-loss,1
PAYTM,New-Age Platforms,2025-12-01,2025-12-02,2025-12-08,6,1367.38,-3.925,-4.025,-4.7,1.05,0,stop-loss,1
HINDZINC,Metals / Mining,2025-12-02,2025-12-03,2025-12-10,7,500.25,2.428,2.328,-3.65,3.27,1,time-stop,1
INFY,IT,2025-12-04,2025-12-05,2025-12-12,7,1610.8,-0.832,-0.932,-1.88,1.3,0,time-stop,1
POLICYBZR,New-Age Platforms,2025-12-05,2025-12-08,2025-12-15,7,1900.95,1.288,1.188,-1.63,3.33,1,time-stop,1
HINDZINC,Metals / Mining,2025-12-08,2025-12-09,2025-12-12,3,489.24,9.431,9.331,-1.48,15.99,1,target2,2
DRREDDY,Pharma / Healthcare,2025-12-11,2025-12-12,2025-12-19,7,1275.64,0.151,0.051,-1.07,1.35,1,time-stop,1
SRF,Chemicals / Fertilizers,2025-12-12,2025-12-15,2025-12-22,7,3025.11,2.147,2.047,-1.33,3.81,1,time-stop,1
VEDL,Metals / Mining,2025-12-12,2025-12-15,2025-12-22,7,202.54,7.858,7.758,-0.35,9.84,1,time-stop,2
DRREDDY,Pharma / Healthcare,2025-12-16,2025-12-17,2025-12-24,7,1270.63,-0.43,-0.53,-1.43,1.75,0,time-stop,1
GESHIP,Aviation / Logistics,2025-12-16,2025-12-17,2025-12-19,2,1107.55,-1.372,-1.472,-1.84,2.35,0,thesis-break,1
SRF,Chemicals / Fertilizers,2025-12-17,2025-12-18,2025-12-26,8,3034.82,2.149,2.049,-0.62,3.56,1,time-stop,1
BPCL,Oil & Gas / Energy,2025-12-18,2025-12-19,2025-12-26,7,364.13,0.463,0.363,-0.67,2.57,1,time-stop,1
INFY,IT,2025-12-19,2025-12-22,2025-12-29,7,1664.83,-1.259,-1.359,-1.67,1.7,0,time-stop,1
HINDALCO,Metals / Mining,2025-12-22,2025-12-23,2025-12-30,7,871.44,1.408,1.308,-1.22,1.93,1,time-stop,1
MARICO,FMCG / Consumer,2025-12-23,2025-12-24,2025-12-31,7,739.37,1.468,1.368,-1.13,2.11,1,time-stop,1
NYKAA,New-Age Platforms,2025-12-23,2025-12-24,2025-12-31,7,258.13,2.668,2.568,-0.83,3.51,1,time-stop,1
BANKBARODA,Banks,2025-12-24,2025-12-26,2025-12-29,3,289.34,-0.651,-0.751,-0.76,0.83,0,thesis-break,1
M&M,Auto,2025-12-26,2025-12-29,2026-01-05,7,3624.51,4.579,4.479,-1.36,5.94,1,time-stop,2
BRITANNIA,FMCG / Consumer,2025-12-29,2025-12-30,2026-01-01,2,6048.02,-0.86,-0.96,-1.12,0.36,0,thesis-break,1
POLYCAB,Infra / Capital Goods,2025-12-29,2025-12-30,2026-01-06,7,7478.74,4.183,4.083,-0.12,5.21,1,time-stop,1
SRF,Chemicals / Fertilizers,2025-12-29,2025-12-30,2026-01-02,3,3086.44,-0.922,-1.022,-2.66,0.95,0,thesis-break,1
TATACOMM,Misc Large-Cap,2025-12-30,2025-12-31,2026-01-02,2,1812.61,-1.291,-1.391,-1.61,1.19,0,thesis-break,1
ASIANPAINT,Paints,2025-12-31,2026-01-01,2026-01-02,1,2777.29,-0.219,-0.319,-1.12,0.78,0,thesis-break,1
BIOCON,Pharma / Healthcare,2025-12-31,2026-01-01,2026-01-06,5,393.2,-2.096,-2.196,-2.61,1.46,0,thesis-break,1
HEROMOTOCO,Auto,2025-12-31,2026-01-01,2026-01-08,7,5773.89,1.268,1.168,-0.76,4.76,1,time-stop,1
LTM,IT,2025-12-31,2026-01-01,2026-01-02,1,6066.53,-0.042,-0.142,-0.44,1.29,0,thesis-break,1
PERSISTENT,IT,2025-12-31,2026-01-01,2026-01-02,1,6288.14,-0.028,-0.128,-1.19,0.65,0,thesis-break,1
ADANIPORTS,Aviation / Logistics,2026-01-01,2026-01-02,2026-01-07,5,1480.84,-1.099,-1.199,-1.47,1.08,0,thesis-break,1
AUROPHARMA,Pharma / Healthcare,2026-01-01,2026-01-02,2026-01-09,7,1201.3,2.358,2.258,-1.11,5.79,1,stop-loss,2
GESHIP,Aviation / Logistics,2026-01-01,2026-01-02,2026-01-06,4,1111.56,-1.647,-1.747,-2.43,2.15,0,thesis-break,1
HCLTECH,IT,2026-01-01,2026-01-02,2026-01-05,3,1632.82,-1.675,-1.775,-3.23,0.62,0,stop-loss,1
IOC,Oil & Gas / Energy,2026-01-01,2026-01-02,2026-01-07,5,166.78,-2.513,-2.613,-3.29,1.21,0,thesis-break,1
ASIANPAINT,Paints,2026-01-05,2026-01-06,2026-01-13,7,2821.41,2.249,2.149,-1.82,3.3,1,time-stop,1
BRITANNIA,FMCG / Consumer,2026-01-05,2026-01-06,2026-01-09,3,6043.02,-1.134,-1.234,-1.87,3.77,0,thesis-break,1
LTM,IT,2026-01-05,2026-01-06,2026-01-06,0,6053.02,-1.173,-1.273,-1.37,0.5,0,stop-loss,1
HCLTECH,IT,2026-01-06,2026-01-07,2026-01-14,7,1621.61,2.84,2.74,-0.3,4.69,1,time-stop,1
PERSISTENT,IT,2026-01-06,2026-01-07,2026-01-14,7,6209.1,3.161,3.061,-0.05,6.26,1,time-stop,2
SUNPHARMA,Pharma / Healthcare,2026-01-06,2026-01-07,2026-01-12,5,1755.88,-1.182,-1.282,-2.38,2.89,0,thesis-break,1
HINDALCO,Metals / Mining,2026-01-08,2026-01-09,2026-01-19,10,902.45,5.539,5.439,-0.94,7.1,1,time-stop,2
HINDALCO,Metals / Mining,2026-01-09,2026-01-12,2026-01-19,7,910.4,4.38,4.28,-1.47,6.16,1,time-stop,2
ULTRACEMCO,Cement,2026-01-09,2026-01-12,2026-01-19,7,11875.93,3.494,3.394,-0.76,4.45,1,time-stop,1
ALKEM,Pharma / Healthcare,2026-01-12,2026-01-13,2026-01-19,6,5909.95,-3.364,-3.464,-3.57,0.4,0,stop-loss,1
HCLTECH,IT,2026-01-16,2026-01-19,2026-01-27,8,1698.85,1.206,1.106,-1.76,1.57,1,time-stop,1
JSWSTEEL,Metals / Mining,2026-01-27,2026-01-28,2026-02-01,4,1232.62,-4.254,-4.354,-4.84,1,0,stop-loss,1
HCLTECH,IT,2026-01-28,2026-01-29,2026-02-01,3,1723.66,-2.483,-2.583,-6.41,0.08,0,stop-loss,1
TATASTEEL,Metals / Mining,2026-01-28,2026-01-29,2026-02-01,3,194.55,-3.785,-3.885,-5.29,4.34,0,stop-loss,1
MUTHOOTFIN,NBFC / Financial Services,2026-01-29,2026-01-30,2026-01-30,0,4002,-1.63,-1.73,-5.02,0,0,stop-loss,1
NTPC,Power / Utilities,2026-01-29,2026-01-30,2026-02-01,2,359.18,-3.498,-3.598,-6.04,0.45,0,stop-loss,1
HINDALCO,Metals / Mining,2026-01-30,2026-02-01,2026-02-01,0,920.46,0.068,-0.032,-5.88,1.74,0,stop-loss,1
VEDL,Metals / Mining,2026-01-30,2026-02-01,2026-02-01,0,237.75,1.144,1.044,-3.45,6.07,1,stop-loss,1
ONGC,Oil & Gas / Energy,2026-02-01,2026-02-02,2026-02-09,7,251.73,5.854,5.754,-1.64,7.62,1,time-stop,1
EICHERMOT,Auto,2026-02-09,2026-02-10,2026-02-13,3,7283.64,8.061,7.961,-1.13,11.47,1,target2,2
HINDZINC,Metals / Mining,2026-02-09,2026-02-10,2026-02-11,1,632.32,-0.646,-0.746,-3.01,0.02,0,thesis-break,1
MUTHOOTFIN,NBFC / Financial Services,2026-02-09,2026-02-10,2026-02-13,3,3792.4,-6.335,-6.435,-6.32,7.66,0,stop-loss,1
PNB,Banks,2026-02-09,2026-02-10,2026-02-11,1,124.06,-0.977,-1.077,-2.38,0,0,thesis-break,1
VEDL,Metals / Mining,2026-02-09,2026-02-10,2026-02-17,7,256.85,-2.692,-2.792,-3.8,3.3,0,time-stop,1
TECHM,IT,2026-02-10,2026-02-11,2026-02-12,1,1655.83,-3.83,-3.93,-7.72,0.13,0,stop-loss,1
PFC,NBFC / Financial Services,2026-02-13,2026-02-16,2026-02-19,3,400.3,2.26,2.16,-0.76,5.92,1,thesis-break,1
LT,Infra / Capital Goods,2026-02-16,2026-02-17,2026-02-24,7,4212.21,1.065,0.965,-0.52,5.41,1,time-stop,1
CANBK,Banks,2026-02-17,2026-02-18,2026-02-25,7,149.57,6.205,6.105,-0.78,6.71,1,time-stop,1
COALINDIA,Metals / Mining,2026-02-17,2026-02-18,2026-02-19,1,418.66,-0.649,-0.749,-1.33,0.28,0,thesis-break,1
PNB,Banks,2026-02-17,2026-02-18,2026-02-25,7,125.16,4.246,4.146,-0.26,6.05,1,time-stop,1
ICICIPRULI,Insurance,2026-02-18,2026-02-19,2026-02-26,7,651.48,3.489,3.389,-1.32,4,1,time-stop,1
VEDL,Metals / Mining,2026-02-18,2026-02-19,2026-02-26,7,255.89,7.793,7.693,-1.97,7.98,1,time-stop,1
ABB,Infra / Capital Goods,2026-02-20,2026-02-23,2026-03-02,7,6093.05,-1.855,-1.955,-5.22,1.85,0,time-stop,1
THERMAX,Infra / Capital Goods,2026-02-20,2026-02-23,2026-03-02,7,3153.58,-1.691,-1.791,-4.49,2.95,0,time-stop,1
ICICIPRULI,Insurance,2026-02-23,2026-02-24,2026-03-04,8,665.53,-3.483,-3.583,-6.24,1.81,0,stop-loss,1
POLYCAB,Infra / Capital Goods,2026-02-23,2026-02-24,2026-03-04,8,7972.98,5.416,5.316,-0.78,9.39,1,time-stop,2
HDFCAMC,NBFC / Financial Services,2026-02-25,2026-02-26,2026-03-02,4,2756.38,-3.599,-3.699,-5.62,0.24,0,stop-loss,1
HINDALCO,Metals / Mining,2026-02-25,2026-02-26,2026-03-05,7,942.47,1.274,1.174,-4.92,4.35,1,time-stop,1
HINDZINC,Metals / Mining,2026-02-25,2026-02-26,2026-02-27,1,620.81,-2.789,-2.889,-3.19,0,0,thesis-break,1
ICICIBANK,Banks,2026-02-25,2026-02-26,2026-02-27,1,1405.8,-2.016,-2.116,-2.07,0.3,0,stop-loss,1
OIL,Oil & Gas / Energy,2026-02-25,2026-02-26,2026-03-05,7,470.49,1.779,1.679,-0.16,7.6,1,time-stop,1
CHAMBLFERT,Chemicals / Fertilizers,2026-02-27,2026-03-02,2026-03-02,0,442.27,0.348,0.248,-0.05,3.52,1,stop-loss,1
HINDZINC,Metals / Mining,2026-03-02,2026-03-04,2026-03-05,1,605.1,-1.611,-1.711,-3.16,0.46,0,thesis-break,1
COALINDIA,Metals / Mining,2026-03-04,2026-03-05,2026-03-13,8,440.37,6.029,5.929,-1.5,8.09,1,time-stop,2
VEDL,Metals / Mining,2026-03-04,2026-03-05,2026-03-09,4,264.5,0.317,0.217,-1.24,4.4,1,thesis-break,1
AUROPHARMA,Pharma / Healthcare,2026-03-10,2026-03-11,2026-03-18,7,1291.65,-1.803,-1.903,-2.04,2.18,0,time-stop,1
SOLARINDS,Defence / Aerospace,2026-03-13,2026-03-16,2026-03-18,2,14264.13,-4.01,-4.11,-4.24,1.56,0,thesis-break,1
GESHIP,Aviation / Logistics,2026-03-16,2026-03-17,2026-03-19,2,1380.69,4.338,4.238,-0.12,6.79,1,thesis-break,1
PFC,NBFC / Financial Services,2026-03-18,2026-03-19,2026-03-19,0,423.21,-3.257,-3.357,-3.33,0.81,0,stop-loss,1
ABB,Infra / Capital Goods,2026-04-08,2026-04-09,2026-04-16,7,6578.29,4.587,4.487,-1.44,6.3,1,time-stop,1
BEL,Defence / Aerospace,2026-04-08,2026-04-09,2026-04-16,7,425.21,7.105,7.005,-0.17,7.48,1,time-stop,1
BHEL,Infra / Capital Goods,2026-04-10,2026-04-13,2026-04-20,7,279.14,15.132,15.032,-0.95,19.58,1,time-stop,2
BEL,Defence / Aerospace,2026-04-13,2026-04-15,2026-04-22,7,447.72,0.169,0.069,-0.67,3.73,1,time-stop,1
SHRIRAMFIN,NBFC / Financial Services,2026-04-13,2026-04-15,2026-04-22,7,1030.51,1.312,1.212,-1.68,3.12,1,time-stop,1
LT,Infra / Capital Goods,2026-04-15,2026-04-16,2026-04-23,7,4130.06,-1.888,-1.988,-3.67,0.46,0,time-stop,1
PFC,NBFC / Financial Services,2026-04-15,2026-04-16,2026-04-23,7,448.02,4.809,4.709,-0.34,6.91,1,time-stop,1
LT,Infra / Capital Goods,2026-04-21,2026-04-22,2026-04-29,7,4072.03,0.541,0.441,-2.3,1.33,1,time-stop,1
BAJAJ-AUTO,Auto,2026-04-22,2026-04-23,2026-04-29,6,9579.79,-0.429,-0.529,-1.09,1.41,0,thesis-break,1
KEI,Infra / Capital Goods,2026-04-23,2026-04-24,2026-05-04,10,4852.43,4.19,4.09,-2.16,4.49,1,time-stop,1
SHRIRAMFIN,NBFC / Financial Services,2026-04-23,2026-04-24,2026-04-28,4,1007.45,-5.581,-5.681,-5.77,2.28,0,stop-loss,1
VEDL,Metals / Mining,2026-04-23,2026-04-24,2026-05-04,10,275.18,7.022,6.922,-3.77,7.57,1,time-stop,1
BEL,Defence / Aerospace,2026-04-24,2026-04-27,2026-04-28,1,445.22,-2.176,-2.276,-2.76,0.69,0,thesis-break,1
BAJAJ-AUTO,Auto,2026-04-27,2026-04-28,2026-04-29,1,9626.81,-0.915,-1.015,-1.58,0.86,0,thesis-break,1
IDEA,Telecom,2026-04-27,2026-04-28,2026-05-05,7,9.7,12.212,12.112,-0.31,16.7,1,target2,2
JSWINFRA,Misc Large-Cap,2026-04-27,2026-04-28,2026-04-30,2,286.74,-5.578,-5.678,-7.69,0.26,0,stop-loss,1
LT,Infra / Capital Goods,2026-04-27,2026-04-28,2026-05-05,7,4062.03,-0.235,-0.335,-1.77,1.91,0,time-stop,1
POLYCAB,Infra / Capital Goods,2026-04-27,2026-04-28,2026-05-05,7,8044.02,3.59,3.49,-0.91,4.1,1,time-stop,1
ABB,Infra / Capital Goods,2026-04-28,2026-04-29,2026-05-04,5,7343.67,-1.509,-1.609,-3.29,0.4,0,thesis-break,1
KEI,Infra / Capital Goods,2026-04-30,2026-05-04,2026-05-11,7,4903.35,4.366,4.266,-3.74,6.97,1,time-stop,1
TRENT,Consumer Durables / Retail,2026-04-30,2026-05-04,2026-05-11,7,2758.05,1.014,0.914,-1.69,5.27,1,time-stop,1
LT,Infra / Capital Goods,2026-05-04,2026-05-05,2026-05-06,1,4087.04,-3.743,-3.843,-4.58,0.07,0,stop-loss,1
VEDL,Metals / Mining,2026-05-05,2026-05-06,2026-05-13,7,310.15,4.204,4.104,-5.14,4.95,1,time-stop,1
SBIN,Banks,2026-05-06,2026-05-07,2026-05-08,1,1106.55,-4.667,-4.767,-8.64,0.13,0,stop-loss,1
SUNPHARMA,Pharma / Healthcare,2026-05-06,2026-05-07,2026-05-14,7,1851.13,0.602,0.502,-1.72,1.87,1,time-stop,1
SHRIRAMFIN,NBFC / Financial Services,2026-05-07,2026-05-08,2026-05-12,4,1013.51,-5.169,-5.269,-8.64,0,0,stop-loss,1
VEDL,Metals / Mining,2026-05-13,2026-05-14,2026-05-21,7,329.16,0.129,0.029,-2.59,3.49,1,time-stop,1
TATASTEEL,Metals / Mining,2026-05-14,2026-05-15,2026-05-18,3,223.11,-4.23,-4.33,-8.09,0.58,0,stop-loss,1
SAIL,Metals / Mining,2026-05-15,2026-05-18,2026-05-25,7,192.1,3.186,3.086,-2.02,5.84,1,time-stop,1
SUNPHARMA,Pharma / Healthcare,2026-05-18,2026-05-19,2026-05-22,3,1901.45,-3.278,-3.378,-3.59,0.8,0,stop-loss,1
VEDL,Metals / Mining,2026-05-26,2026-05-27,2026-06-02,6,347.57,-4.082,-4.182,-5.57,3.58,0,thesis-break,1
ABB,Infra / Capital Goods,2026-05-27,2026-05-29,2026-06-05,7,7283.64,-1.644,-1.744,-4.48,0.77,0,time-stop,1
LT,Infra / Capital Goods,2026-05-27,2026-05-29,2026-06-02,4,4047.82,-3.119,-3.219,-3.07,1.98,0,stop-loss,1
LICI,Insurance,2026-05-29,2026-06-01,2026-06-02,1,413.61,-3.17,-3.27,-3.99,0.18,0,thesis-break,1
ABB,Infra / Capital Goods,2026-06-01,2026-06-02,2026-06-09,7,6973.48,-0.659,-0.759,-1.15,5.07,0,time-stop,1
COFORGE,IT,2026-06-01,2026-06-02,2026-06-08,6,1472.94,-3.568,-3.668,-5.56,5.5,0,thesis-break,1
LT,Infra / Capital Goods,2026-06-01,2026-06-02,2026-06-04,2,3981.99,-1.051,-1.151,-2.21,0.88,0,thesis-break,1
NMDC,Metals / Mining,2026-06-02,2026-06-03,2026-06-08,5,96.15,-5.601,-5.701,-7.43,1.39,0,stop-loss,1
FEDERALBNK,Banks,2026-06-05,2026-06-08,2026-06-15,7,302.65,4.722,4.622,-0.45,5.96,1,time-stop,1
ABB,Infra / Capital Goods,2026-06-08,2026-06-09,2026-06-10,1,7003.5,-2.94,-3.04,-3.35,0.86,0,thesis-break,1
LICHSGFIN,NBFC / Financial Services,2026-06-15,2026-06-16,2026-06-23,7,553.03,-2.188,-2.288,-2.36,1.43,0,time-stop,1
LT,Infra / Capital Goods,2026-06-15,2026-06-16,2026-06-23,7,4207.1,-0.708,-0.808,-1.08,0.9,0,time-stop,1
ABB,Infra / Capital Goods,2026-06-17,2026-06-18,2026-06-25,7,7178.59,-2.634,-2.734,-3.39,1.75,0,time-stop,1
HAL,Defence / Aerospace,2026-06-17,2026-06-18,2026-06-25,7,4478.24,-2.495,-2.595,-3.78,1.27,0,time-stop,1
KEI,Infra / Capital Goods,2026-06-17,2026-06-18,2026-06-25,7,5646.32,-4.843,-4.943,-7.37,1.09,0,stop-loss,1
SUNPHARMA,Pharma / Healthcare,2026-06-18,2026-06-19,2026-06-29,10,1824.91,2.682,2.582,-0.22,4.25,1,time-stop,1
LUPIN,Pharma / Healthcare,2026-06-19,2026-06-22,2026-06-29,7,2361.18,1.987,1.887,-1.08,2.77,1,time-stop,1
ABB,Infra / Capital Goods,2026-06-22,2026-06-23,2026-06-24,1,7257.13,-3.869,-3.969,-4.44,0.38,0,stop-loss,1
HAL,Defence / Aerospace,2026-06-22,2026-06-23,2026-06-24,1,4536.17,-4.234,-4.334,-5.01,0,0,stop-loss,1
LICHSGFIN,NBFC / Financial Services,2026-06-22,2026-06-23,2026-06-30,7,549.27,2.63,2.53,-1.96,3.05,1,time-stop,1
RECLTD,NBFC / Financial Services,2026-06-24,2026-06-25,2026-07-02,7,366.28,0.856,0.756,-1.71,1.29,1,time-stop,1
AUROPHARMA,Pharma / Healthcare,2026-06-25,2026-06-29,2026-07-06,7,1555.98,2.431,2.331,-1.15,5.19,1,time-stop,1
GODREJPROP,Realty,2026-06-29,2026-06-30,2026-07-07,7,1845.92,9.186,9.086,-0.85,11.69,1,time-stop,2
LICHSGFIN,NBFC / Financial Services,2026-06-29,2026-06-30,2026-07-07,7,564.28,-3.722,-3.822,-3.86,0.75,0,time-stop,1
RECLTD,NBFC / Financial Services,2026-06-29,2026-06-30,2026-07-07,7,365.13,-2.481,-2.581,-2.75,1.98,0,time-stop,1
HAL,Defence / Aerospace,2026-06-30,2026-07-01,2026-07-08,7,4390.09,-0.628,-0.728,-1.92,2.56,0,time-stop,1
ABB,Infra / Capital Goods,2026-07-06,2026-07-07,2026-07-08,1,7110.55,-4.611,-4.711,-5.42,0,0,stop-loss,1
BERGEPAINT,Paints,2026-07-06,2026-07-07,2026-07-08,1,525.76,-4.455,-4.555,-5.8,0.05,0,stop-loss,1
CUMMINSIND,Infra / Capital Goods,2026-07-06,2026-07-07,2026-07-07,0,5571.78,-2.447,-2.547,-2.65,0.12,0,stop-loss,1
HAL,Defence / Aerospace,2026-07-07,2026-07-08,2026-07-09,1,4384.79,-0.184,-0.284,-1.8,1.12,0,thesis-break,1
NHPC,Power / Utilities,2026-07-10,2026-07-13,2026-07-14,1,78.79,-0.075,-0.175,-0.62,1.24,0,thesis-break,1
HAL,Defence / Aerospace,2026-07-13,2026-07-14,2026-07-17,3,4512.36,-0.308,-0.408,-2.67,0,0,end-of-data,1
JSWSTEEL,Metals / Mining,2026-07-14,2026-07-15,2026-07-16,1,1250.22,-2.386,-2.486,-2.47,0.19,0,thesis-break,1
BHEL,Infra / Capital Goods,2026-07-16,2026-07-17,2026-07-17,0,445.22,-5.263,-5.363,-5.6,0.29,0,end-of-data,1
